"summerhit","song","lodness","tempo",""
"0","El orden del mundo","-12.438","95.099",""
"0","A un perro flaco","-7.715","102.108",""
"0","Sólo tú","-16.019","120.081",""
"0","Gettin' Jiggy Wit It","-6.479","139.959",""
"1","Everlasting Love","-10.771","125.96",""
"0","Volver a casa","-6.392","100.015",""
"0","Missing","-9.736","208.571",""
"0","Missing","-9.736","208.571",""
"0","Carmen","-6.211","159.954",""
"0","Who's That Chick?","-4.733","127.938",""
"0","Thrift Shop","-6.985","94.992",""
"0","Parando el tiempo","-6.777","156.108",""
"0","La vida empieza hoy","-5.051","125.08",""
"0","Locked Away","-5.709","118.413",""
"0","Morenamía","-5.766","160.011",""
"0","Chico, tienes que cuidarte","-12.129","103.996",""
"0","Tranquilo majete","-3.469","200.206",""
"0","Good Thing","-10.119","164.718",""
"0","Candida","-10.056","127.576",""
"0","Umbrella","-4.603","174.028",""
"0","Yin Yang","-4.929","99.182",""
"0","The Greatest","-7.276","191.702",""
"0","More than this","-4.111","180.039",""
"1","Funky Town","-8.005","134.308",""
"0","Woman","-5.342","87.862",""
"0","Caballo negro","-13.759","106.434",""
"0","Maniac","-11.516","158.86",""
"0","The Twist","-9.198","124.631",""
"0","Stuck with You","-11.402","120.717",""
"0","El boxeador","-6.819","97.535",""
"0","Super, Superman","-14.453","133.939",""
"0","She Drives me Crazy","-6.02","108.8",""
"0","Blue (Da Ba Dee)","-9.515","113.913",""
"0","Desire","-8.272","80",""
"0","Without You","-4.832","134.009",""
"0","Espaldas mojadas","-6.101","121.369",""
"0","Loco Mía","-11.848","140.376",""
"0","Sacrifice","-13.036","112.751",""
"0","Humpin' Around","-7.152","110.214",""
"0","¿Quién puso más?","-5.478","113.389",""
"0","Ballroom Blitz","-5.602","108.524",""
"0","The Lady in Red","-17.112","76.698",""
"0","Me haces tanto bien","-10.329","98.998",""
"0","Sólo se vive una vez","-5.488","102",""
"0","Loco Vox","-9.711","119.67",""
"0","Y te vas","-4.809","99.998",""
"0","Cómo pudiste hacerme esto a mí","-3.009","140.264",""
"0","Tu frialdad","-9.414","140.309",""
"0","Don't Stand So Close to Me 86","-9.414","140.309",""
"0","Bailad","-12.996","124.65",""
"0","Él no te da","-4.409","105.039",""
"0","Dalai Lama","-7.792","119.956",""
"1","Thriller","-3.051","117.046",""
"0","Uptown Funk","-7.223","114.988",""
"0","Uptown Funk","-7.223","114.988",""
"0","Love is Strong","-15.397","90.021",""
"0","Vino tinto","-3.215","92.478",""
"0","Dame tu amistad","-10.893","90.029",""
"0","Brilliant Disguise","-12.438","126.353",""
"0","Sola (con un desconocido)","-8.793","112.208",""
"0","Domino Dancing","-9.781","109.988",""
"0","Escuela de Calor","-10.086","121.998",""
"0","De ley","-10.086","121.998",""
"0","Nutbush City Limits","-5.846","76.523",""
"0","Wild, Wild Life","-3.352","115.036",""
"0","Johnny and Mary","-12.841","152.876",""
"0","My Turn to Love You","-12.841","152.876",""
"0","Bonito es","-3.551","122.116",""
"0","Papa Don't Preach","-8.973","121.54",""
"0","Don't Worry","-3.586","127.06",""
"0","Ain't it Fun","-3.681","104.031",""
"0","Naturaleza muerta","-8.129","134.99",""
"0","No sé qué me das","-8.129","134.99",""
