label,song,loud,dance,energy,tempo,variance,live
"0","Promises","-10.612","0.87","0.9","133.78","0.62","0.06"
"0","Livin' in Jam","-9.836","0.39","0.33","167.74","0.46","0.06"
"0","La buena onda","-6.253","0.8","0.86","167.29","0.44","0.06"
"0","La última carta","-3.756","0.43","0.93","178.04","0.95","0.06"
"0","Santo Santo","-4.393","0.23","0.37","160.43","0.91","0.05"
"0","Blue (Da Ba Dee)","-9.515","0.88","0.79","113.91","0.63","0.04"
"0","My Heart Will Go On","-5.182","0.58","0.61","96.31","0.89","0.71"
"0","Gimme the Power","-7.055","0.95","0.84","102.06","0.64","0.64"
"0","Depende","-5.95","0.56","0.56","113.86","0.81","0.45"
"0","¿Quién se acuerda de ti?","-7.114","0.71","0.72","127","0.91","0.43"
"0","Crush","-6.321","0.46","0.59","138.79","0.91","0.35"
"0","Save Tonight","-4.334","0.44","0.54","157.89","0.97","0.35"
"0","As long as you love me","-10.223","0.67","0.83","117","0.72","0.34"
"0","Frozen","-6.492","0.57","0.42","94.24","0.58","0.34"
"0","I Think I'm Paranoid","-4.124","0.8","0.38","95.03","0.89","0.33"
"1","Heaven's What I Feel (Corazón prohibido)","-5.261","0.38","0.19","100.75","0.57","0.32"
"0","Life","-4.29","0.59","0.62","148.02","0.88","0.31"
"2","Corazón partío","-4.581","0.5","0.44","145.03","0.77","0.28"
"0","Carbón y ramas secas","-3.501","0.7","0.8","124.96","0.95","0.25"
"0","Nada que perder","-6.556","0.78","0.71","144.48","0.65","0.22"
"0","Soñaré","-8.52","0.61","0.65","124.06","0.67","0.2"
"0","Train","-5.18","0.9","0.89","100","0.92","0.16"
"0","High","-4.505","0.88","0.86","107.89","0.87","0.15"
"0","Thank You","-6.648","0.57","0.34","100.99","0.74","0.15"
"0","Y quisiera","-5.096","0.57","0.59","146.01","0.81","0.15"
"0","Oye","-11.589","0.7","0.52","94.82","0.53","0.14"
"0","What Can I Do?","0.45","0.38","0.25","132.06","0.95","0.14"
"0","Horny","-5.33","0.78","0.42","74.98","0.71","0.14"
"0","La bomba","-18.157","0.53","0.09","103.79","0.15","0.13"
"0","Only When I Sleep","-8.571","0.68","0.46","135.99","0.35","0.13"
"0","El club de los humildes","-5.902","0.62","0.78","86.06","0.69","0.13"
"0","De qué me sirve llorar","-6.873","0.55","0.38","136.93","0.49","0.12"
"1","La copa de la vida","-6.113","0.71","0.63","112.01","0.72","0.12"
"0","Gimme Love","-8.76","0.55","0.6","119.59","0.7","0.12"
"0","Flaca","-11.729","0.43","0.04","99.2","0.28","0.12"
"0","Never Ever","-3.971","0.82","0.66","75","0.69","0.12"
"0","Contigo","-7.281","0.73","0.31","89.98","0.58","0.11"
"0","Pájaros de barro","-4.588","0.66","0.53","130.96","0.94","0.11"
"0","Quiero vender mi pasado","-6.355","0.55","0.69","125.51","0.93","0.11"
"0","Why Can't We Be Friends","-6.321","0.77","0.96","122.99","0.94","0.11"
"0","Come into my Life","-8.942","0.87","0.5","123.09","0.59","0.1"
"0","Torn","-5.815","0.69","0.23","115.02","0.81","0.1"
"0","Acuarela","-4.221","0.7","0.64","128.99","0.86","0.1"
"0","Out of Control","-7.514","0.63","0.69","78","0.52","0.1"
"0","Believe","-9.308","0.55","0.53","79.79","0.41","0.1"
"0","Together Again","-9.073","0.64","0.59","84.98","0.58","0.09"
"0","Ponle sabor","-4.432","0.68","0.77","97.03","0.89","0.09"
"0","Everything's Gonna Be Alright","-9.068","0.87","0.66","103.06","0.48","0.08"
"2","Corazón partío","-6.731","0.65","0.82","160.08","0.85","0.08"
"0","Si sé que te tengo a ti","-5.14","0.75","0.88","139.98","0.84","0.08"
"0","Doctor Jones","-5.964","0.72","0.65","144.99","0.6","0.08"
"0","On a Day Like Today","-9.942","0.73","0.77","79.98","0.58","0.07"
"0","Happy World","-10.761","0.81","0.99","140.08","0.64","0.06"
"0","Outside","-6.72","0.65","0.46","132.98","0.92","0.05"
"0","Raincloud","-2.352","0.55","0.78","154.1","0.9","0.05"
"0","Gettin' Jiggy Wit It","-6.479","0.7","0.47","139.96","0.92","0.05"
"0","Cuando los sapos bailen flamenco","-6.633","0.63","0.47","84.45","0.69","0.86"
"0","Loco","-7.243","0.65","0.73","97.53","0.82","0.67"
"0","Cantos de sirena","-9.199","0.86","0.93","109.88","0.48","0.59"
"0","Quit Playin' Games","-5.932","0.63","0.8","95.89","0.84","0.4"
"0","Grande","-7.112","0.61","0.72","91.92","0.61","0.36"
"0","Estatua de sal","-5.753","0.81","0.96","130","0.96","0.35"
"0","Moja mi corazón","-4.377","0.65","0.57","120.22","0.95","0.34"
"0","Step by Step","-6.651","0.64","0.93","119.84","0.93","0.3"
"0","Song 2","-6.174","0.7","0.61","98.68","0.71","0.29"
"0","Don't Speak","-8.648","0.75","0.2","115.98","0.79","0.28"
"0","La aurora","-7.185","0.56","0.76","136.28","0.86","0.27"
"0","Cosmic Girl","-5.14","0.49","0.7","89.57","0.65","0.27"
"0","Serenade","-4.981","0.78","0.4","102.99","0.73","0.26"
"0","Barbie Girl","-4.363","0.61","0.47","105.04","0.74","0.26"
"0","I'll Be Missing You","-5.198","0.79","0.51","108.05","0.81","0.22"
"0","Beetlebum","-6.619","0.53","0.28","76.02","0.56","0.22"
"0","Weather with You","-13.9","0.22","0.08","75.92","0.15","0.22"
"0","Say You'll Be There","-12.878","0.64","0.89","93.98","0.61","0.21"
"0","Y ¿si fuera ella?","-6.51","0.52","0.4","116.9","0.88","0.2"
"0","Your Woman","-6.99","0.6","0.32","172.07","0.83","0.2"
"0","Everybody (Backstreet's Back)","-5.75","0.29","0.19","75.31","0.54","0.19"
"0","Mi enfermedad","-8.09","0.58","0.63","148.02","0.71","0.19"
"0","A contratiempo","-3.934","0.4","0.74","87.82","0.95","0.14"
"0","Amores de barra","-4.047","0.59","0.07","104.04","0.67","0.14"
"1","La flaca","-5.201","0.65","0.5","125.98","0.72","0.13"
"0","Salomé","-9.935","0.52","0.1","91.84","0.43","0.13"
"0","Bittersweet Symphony","-7.208","0.52","0.25","139.79","0.7","0.13"
"0","Bitch","-10.479","0.55","0.51","76.03","0.45","0.12"
"0","Say what You Want","-9.118","0.82","0.8","102.64","0.61","0.11"
"0","Blood on the Dance Floor","-5.087","0.86","0.81","130.11","0.77","0.11"
"0","Discotheque","-5.387","0.81","0.19","90","0.65","0.11"
"0","Laura no está","-7.543","0.74","0.72","135.99","0.68","0.11"
"0","Si sí... o si no","-4.195","0.45","0.64","168.75","0.87","0.11"
"0","A tu lado","-9.673","0.58","0.63","120.36","0.81","0.1"
"0","Sweet Kisses","-3.617","0.52","0.17","139.96","0.63","0.1"
"0","Honey","-2.984","0.69","0.73","94","0.87","0.09"
"0","Las cosas que vives","-6.219","0.73","0.75","107.02","0.68","0.08"
"0","Garota nacional","-5.435","0.88","0.44","104.04","0.64","0.08"
"0","Staring at the Sun","-9.068","0.87","0.66","103.06","0.48","0.08"
"0","Todas las flores","-6.731","0.65","0.82","160.08","0.85","0.08"
"0","Haz turismo","-4.6","0.65","0.69","89.95","0.88","0.08"
"0","La suerte que viene y va","-6.903","0.67","0.92","129.8","0.79","0.08"
"0","Salta!!!","-7.418","0.77","0.54","90.02","0.56","0.07"
"0","Candle in the Wind","-5.699","0.77","0.75","128.01","0.83","0.07"
"0","Barrel of a Gun","-8.736","0.72","0.32","139.62","0.43","0.07"
"0","MMMBop","-1.644","0.54","0.83","136.68","0.92","0.06"
"0","Don't Cry for Me Argentina","-5.214","0.52","0.69","165.87","0.95","0.06"
"0","Frío sin ti","-7.733","0.69","0.64","104.86","0.91","0.06"
"0","The Real Thing","-4.472","0.81","0.56","108.99","0.74","0.06"
"0","Este mundo va","-11.804","0.73","0.34","134.02","0.37","0.06"
"0","Anybody Seen My Baby?","-10.805","0.39","0.23","81.99","0.38","0.06"
"0","Y sin embargo","-2.325","0.46","0.87","151.71","0.97","0.05"
"0","Vivimos siempre juntos","-10.541","0.79","0.76","119.04","0.48","0.75"
"2","Fast Love","-6.655","0.42","0.67","112.45","0.9","0.56"
"0","How Deep Is Your Love","-4.373","0.74","0.34","122","0.87","0.39"
"0","Dame","-5.453","0.61","0.94","138.04","0.99","0.35"
"2","Fastlove","-7.522","0.74","0.55","104.44","0.64","0.35"
"0","Salvation","-4.768","0.79","0.88","127.98","0.65","0.31"
"0","El tacto de su piel","-5.883","0.65","0.6","159.15","0.74","0.29"
"0","A sudar","-5.795","0.78","0.77","146.07","0.57","0.28"
"0","Lo echamos a suertes","-5.992","0.71","0.77","90.02","0.73","0.28"
"0","Sunset Boulevard","-6.057","0.53","0.53","126.34","0.74","0.25"
"0","Flor de lis","-7.521","0.7","0.68","98.79","0.81","0.23"
"0","","-6.679","0.71","0.6","110","0.75","0.2"
"1","El talismán","-5.731","0.46","0.29","170.65","0.64","0.19"
"0","Child","-6.298","0.37","0.46","76.55","0.81","0.17"
"0","La cosa más bella","-4.057","0.65","0.55","92.21","0.81","0.17"
"0","Inolvidable","-6.145","0.77","0.89","110.01","0.86","0.16"
"0","Suelta las riendas de mi corazón","-4.958","0.45","0.71","150.02","0.88","0.16"
"0","Spinning the Wheel","-5.804","0.45","0.24","205.88","0.63","0.16"
"0","Exhale (Shoop Shoop)","-7.903","0.66","0.09","137.95","0.43","0.16"
"0","Killing Me Softly","-4.778","0.62","0.46","89.09","0.79","0.15"
"0","Lemon Tree","-3.963","0.68","0.97","135.68","0.97","0.15"
"0","Until It Sleeps","-6.648","0.57","0.34","100.99","0.74","0.15"
"0","The Only Thing that Looks Good on Me Is You","-4.434","0.57","0.72","113.39","0.92","0.15"
"0","No nos podrán parar","-6.024","0.74","0.23","101.99","0.61","0.14"
"0","Wonderwall","-5.613","0.41","0.46","174.45","0.84","0.13"
"0","Spaceman","-4.073","0.53","0.8","152.03","0.92","0.13"
"0","Ironic","-7.825","0.72","0.65","142.03","0.54","0.12"
"0","María","-8.834","0.66","0.64","143.18","0.48","0.12"
"0","Reach","-6.819","0.6","0.59","116.9","0.91","0.12"
"0","Me quedaré solo","-6.647","0.74","0.87","98.14","0.83","0.12"
"0","Se a vida é (That's the Way Life Is)","-5.777","0.77","0.7","93.99","0.71","0.12"
"0","Quiero morir en tu veneno","-6.544","0.51","0.25","148.02","0.61","0.11"
"0","Lo eres todo","-10.47","0.31","0.13","120.09","0.26","0.11"
"0","Let Your Soul Be Your Pilot","-9.127","0.65","0.54","96.02","0.57","0.11"
"0","Mucho mejor","-4.583","0.66","0.94","122.87","0.93","0.11"
"0","La chispa adecuada (Bendecida 3)","-9.14","0.65","0.24","113.27","0.4","0.11"
"0","Contigo","-7.941","0.67","0.8","174.04","0.81","0.11"
"0","Nirvana","-4.509","0.51","0.69","116.75","0.91","0.1"
"0","Negrita","-11.631","0.69","0.57","117.95","0.4","0.1"
"0","Duro de pelar","-11.141","0.68","0.43","150.28","0.44","0.1"
"0","Qué bonito","-8.425","0.73","0.68","97.04","0.6","0.1"
"0","Darling Pretty","-6.697","0.54","0.4","94.66","0.63","0.09"
"1","Wannabe","-9.166","0.73","0.7","117.69","0.71","0.09"
"0","Dance into the Light","-5.579","0.51","0.65","93","0.88","0.09"
"0","Earth Song","-7.521","0.5","0.14","138.37","0.44","0.09"
"0","The Universal","-7.669","0.32","0.23","163.04","0.57","0.08"
"0","Jesus to a Child","-11.781","0.53","0.19","173.56","0.42","0.08"
"0","Verás (You'll See)","-6.122","0.63","0.62","148.05","0.69","0.08"
"0","These Days","-5.294","0.57","0.73","123.82","0.85","0.08"
"0","Children","-10.761","0.6","0.39","137.06","0.76","0.06"
"0","Estrella gemela","-10.237","0.48","0.33","121.57","0.38","0.06"
"0","Missing","-9.736","0.55","0.59","208.57","0.55","0.05"
"0","Woman","-5.342","0.61","0.91","87.86","0.84","0.04"
"0","Macarena","-4.272","0.72","0.81","105.03","0.9","0.74"
"0","No despertaré","-6.502","0.39","0.41","127.37","0.87","0.7"
"0","Comerranas","-5.98","0.41","0.28","180.44","0.92","0.5"
"0","Zombie","-8.994","0.31","0.31","166.92","0.65","0.37"
"0","Something for the Pain","-4.309","0.46","0.34","102.28","0.95","0.36"
"0","Someday I'll Be Saturday Night","-5.442","0.57","0.65","126.54","0.87","0.34"
"0","Sin llaves","-7.25","0.66","0.39","149.9","0.72","0.33"
"0","Sin llaves","-7.25","0.66","0.39","149.9","0.72","0.33"
"0","Las mentiras del viento","-13.36","0.66","0.79","126.97","0.53","0.33"
"0","Milonga del marinero y el capitán","-4.132","0.54","0.75","96.38","0.93","0.31"
"0","A Conspirancy","-2.921","0.5","0.24","99.92","0.97","0.3"
"0","About a Girl","-6.467","0.4","0.68","132.09","0.9","0.28"
"0","The Man Who Sold the World","-8.93","0.47","0.4","114.77","0.77","0.28"
"0","Aquí no podemos hacerlo","-5.365","0.49","0.86","166.7","0.77","0.26"
"0","No va más","-4.727","0.36","0.61","155.96","0.86","0.26"
"0","En la selva","-5.251","0.79","0.8","109.96","0.77","0.25"
"0","Murder Incorporated","-5.637","0.49","0.95","113.57","0.9","0.22"
"1","Scatman","-10.9","0.65","0.76","135.98","0.82","0.22"
"0","Scatman's World","-10.9","0.65","0.76","135.98","0.82","0.22"
"0","Here Comes the Hotstepper","-8.598","0.89","0.44","100.36","0.45","0.2"
"0","Heaven for Everyone","-9.775","0.59","0.27","110.21","0.43","0.17"
"0","Problema","-4.941","0.67","0.72","177.97","0.79","0.15"
"0","Siete vidas","-11.494","0.54","0.49","135.83","0.32","0.14"
"0","No More I Love You's","-7.305","0.37","0.23","179.91","0.57","0.14"
"0","Back for Good","-9.761","0.6","0.55","78.96","0.5","0.14"
"0","Iberia sumergida","-5.03","0.57","0.49","121.73","0.92","0.14"
"0","Iberia sumergida","-5.03","0.57","0.49","121.73","0.92","0.14"
"0","Secret Garden","-11.359","0.22","0.09","87.42","0.31","0.13"
"0","This Ain't a Love Song","-6.836","0.35","0.14","87.97","0.64","0.13"
"0","Scream","-7.413","0.79","0.62","151.68","0.91","0.12"
"0","Mi soledad y yo","-7.045","0.28","0.22","78.77","0.53","0.12"
"0","Ruido","-6.248","0.44","0.36","149.97","0.9","0.12"
"0","Bang and Blame","-9.773","0.69","0.43","120.93","0.62","0.11"
"0","Hold me Thrill me Kiss me","-7.022","0.63","0.48","109.4","0.55","0.11"
"0","Mi razón de ser","-4.73","0.69","0.74","142.04","0.83","0.11"
"0","Rock and Roll is Dead","-7.726","0.36","0.81","185.93","0.93","0.11"
"1","Entre mis recuerdos","-8.235","0.7","0.43","90.04","0.48","0.11"
"1","Entre mis recuerdos","-8.235","0.7","0.43","90.04","0.48","0.11"
"0","Más allá","-10.642","0.6","0.13","83.95","0.37","0.1"
"0","Take a Bow","-7.536","0.7","0.57","82.08","0.47","0.09"
"0","Have You Ever Really Loved a Woman?","-8.091","0.57","0.35","145.59","0.53","0.09"
"0","Besaré el suelo","-8.038","0.57","0.33","138.22","0.57","0.09"
"0","Blind Man","-8.526","0.89","0.35","111.03","0.52","0.08"
"0","You Are Not Alone","-9.303","0.65","0.26","119.88","0.4","0.08"
"0","La fuerza del corazón","-7.176","0.4","0.35","76.83","0.53","0.07"
"0","Amores extraños","-7.334","0.54","0.27","78","0.39","0.07"
"0","Mishale","-5.643","0.6","0.8","176.04","0.79","0.07"
"0","Fairground","-6.56","0.72","0.73","122.86","0.78","0.07"
"0","Can't Cry Anymore","-10.881","0.84","0.89","110.69","0.54","0.06"
"0","Believe","-6.72","0.65","0.46","132.98","0.92","0.05"
"0","Shy Guy","-5.447","0.71","0.75","94.07","0.83","0.05"
"0","A un perro flaco","-7.715","0.81","0.65","102.11","0.82","0.05"
"1","Everlasting Love","-10.771","0.68","0.91","125.96","0.61","0.05"
"0","You Owe it All to Me","-7.501","0.61","0.58","92.7","0.7","0.58"
"0","Si es tan solo amor","-2.279","0.53","0.8","124.87","0.98","0.46"
"0","Somos el futuro","-6.4","0.44","0.77","129.95","0.72","0.36"
"1","El canario","-8.54","0.78","0.96","95.03","0.8","0.36"
"0","Word Up","-4.439","0.58","0.82","116.05","0.94","0.35"
"0","Take it Back","-6.342","0.75","0.9","113.2","0.61","0.34"
"0","Seven Seconds","-9.621","0.68","0.51","154.2","0.7","0.33"
"0","What's the Frequency Kenneth?","-2.985","0.39","0.73","95.07","0.94","0.31"
"0","Capricornio","-6.056","0.91","0.82","90.53","0.76","0.31"
"0","Madera de colleja","-5.217","0.55","0.95","155.04","0.94","0.3"
"0","Dirty Dawg","-9.148","0.77","0.83","102.57","0.64","0.27"
"0","Circle of Life","-11.695","0.42","0.58","83.92","0.5","0.26"
"0","Demasiado corazón (Too Much Heart)","-13.645","0.76","0.82","102.1","0.73","0.25"
"0","Mr. Jones","-6.582","0.58","0.72","141.61","0.81","0.25"
"0","Love is all Around","-6.566","0.44","0.5","168.24","0.69","0.21"
"0","Baby I Love Your Way","-7.269","0.65","0.78","147.52","0.75","0.21"
"0","Vivir sin aire","-6.162","0.49","0.77","79.48","0.81","0.2"
"0","Se fue","-10.009","0.7","0.9","165.87","0.71","0.17"
"0","Elixir de juventud","-2.999","0.56","0.66","125.15","0.92","0.17"
"0","Dentro de ti","-5.206","0.7","0.53","101.02","0.83","0.15"
"0","Echar a volar","-4.446","0.72","0.44","109.96","0.65","0.15"
"0","Sleeping in my Car","-3.806","0.51","0.56","135.23","0.85","0.15"
"0","Crash! Boom! Bang!","-3.806","0.51","0.56","135.23","0.85","0.15"
"0","La casa de los sueños","-6.65","0.47","0.13","77.82","0.65","0.15"
"0","Las palabras de amor","-9.351","0.76","0.58","135.94","0.54","0.13"
"0","What Do You Want From Me?","-9.547","0.52","0.37","104.38","0.57","0.12"
"0","Señor Matanza","-7.396","0.72","0.41","191.83","0.91","0.12"
"0","Let it Go","-8.621","0.46","0.33","145.77","0.32","0.12"
"0","I Swear","-9.658","0.53","0.23","83.21","0.41","0.12"
"0","The Most Beautiful Girl in the World","-9.84","0.68","0.86","93.03","0.55","0.11"
"0","When We Dance","-11.104","0.65","0.3","84.01","0.32","0.11"
"0","Casi nunca bailáis","-14.055","0.62","0.59","96.59","0.52","0.11"
"0","Un amigo de verdad","-10.295","0.5","0.56","119.36","0.48","0.11"
"1","La soledad","-4.13","0.63","0.63","90.96","0.92","0.11"
"0","Crazy","-5.071","0.77","0.45","114.99","0.76","0.1"
"0","Sólo para ti","-7.628","0.32","0.21","77.59","0.36","0.1"
"0","Please Forgive Me","-8.273","0.57","0.15","67.01","0.43","0.1"
"0","You've Got to Give a Little","-6.754","0.6","0.43","90.34","0.54","0.1"
"0","Estoy aquí","-4.656","0.37","0.17","84.98","0.61","0.09"
"0","Streets of Philadelphia","-15.488","0.72","0.44","93.67","0.25","0.09"
"0","The gift","-24.325","0.38","0.08","127.71","0.09","0.09"
"0","Don't Turn Around","-5.792","0.49","0.25","109.34","0.7","0.09"
"0","Summer in the City","-9.756","0.42","0.56","110.46","0.68","0.09"
"0","Breathe Again","-6.36","0.69","0.26","153.92","0.68","0.09"
"0","Amazing","-36.281","0.08","0.04","70.33","0.01","0.08"
"0","Te comería el corazón","-6.233","0.58","0.31","89.98","0.73","0.07"
"0","Amores extraños","-7.334","0.54","0.27","78","0.39","0.07"
"0","Always","-5.589","0.38","0.31","143.71","0.66","0.07"
"0","Tranquilo majete","-3.469","0.3","0.85","200.21","0.94","0.04"
"0","Without You","-4.832","0.65","0.28","134.01","0.86","0.04"
"0","Me haces tanto bien","-10.329","0.71","0.79","99","0.77","0.04"
"0","Love is Strong","-15.397","0.7","0.53","90.02","0.57","0.03"
"0","Ain't it Fun","-3.681","0.61","0.67","104.03","0.89","0.02"
"0","Hope of Deliverance","-10.549","0.48","0.87","157.89","0.84","0.96"
"0","Solo por un día","-17.799","0.76","0.71","90.03","0.33","0.69"
"0","Si tú no vuelves","-9.579","0.62","0.56","132.22","0.48","0.67"
"0","Numb","-4.153","0.5","0.24","110.02","0.86","0.64"
"0","Informer","-6.843","0.76","0.42","98.16","0.84","0.39"
"0","Livin' on the Edge","-4.37","0.41","0.24","84.57","0.88","0.39"
"0","El hombre de negro","-6.917","0.7","0.78","107.96","0.92","0.36"
"0","Cryin'","-3.674","0.44","0.47","105.84","0.86","0.35"
"0","Go West","-5.859","0.54","0.44","120.72","0.95","0.35"
"0","Mi tierra","-8.846","0.52","0.73","119.97","0.88","0.32"
"0","Boom! Shake the Room","-3.667","0.7","0.75","100.18","0.97","0.31"
"0","I Feel You","-8.617","0.65","0.68","71.83","0.48","0.3"
"0","Keep the Faith","-5.603","0.31","0.18","164.59","0.6","0.22"
"0","Bed of Roses","-5.603","0.31","0.18","164.59","0.6","0.22"
"1","Como un burro amarrado en la puerta del baile","-4.719","0.65","0.87","82.66","0.87","0.19"
"0","Ella","-4.953","0.73","0.58","181.76","0.8","0.13"
"0","Dicen...","-10.902","0.28","0.45","143.72","0.72","0.13"
"0","Higher Ground","-5.168","0.47","0.42","82.01","0.85","0.13"
"0","Si tú me miras","-7.683","0.46","0.16","68.23","0.42","0.12"
"0","Cantaloop (Flip Fantasia)","-11.516","0.85","0.95","116","0.65","0.12"
"0","Tocar madera","-8.351","0.77","0.8","112.03","0.66","0.12"
"0","La herida","-2.245","0.51","0.92","152","0.95","0.12"
"0","Amiga mala suerte","-5.236","0.56","0.54","140.11","0.87","0.12"
"0","El sitio de mi recreo","-11.654","0.53","0.21","124.46","0.23","0.11"
"0","Ordinary World","-11.422","0.52","0.07","67.01","0.17","0.11"
"0","Nuestros nombres","-4.141","0.48","0.51","139.96","0.92","0.11"
"0","(I Can't Help) Falling in Love With You","-16.989","0.46","0.21","97.39","0.08","0.1"
"0","Heal the World","-8.045","0.53","0.1","80.92","0.49","0.1"
"0","Have You Ever Needed Someone So Bad","-9.394","0.39","0.47","154.09","0.44","0.1"
"0","No te rindas","-6.241","0.66","0.75","130.07","0.82","0.1"
"0","All that She Wants","-9.689","0.8","0.86","93.76","0.63","0.1"
"0","Piel sobre piel","-8.125","0.56","0.51","171.9","0.54","0.1"
"0","Quiero tener tu presencia","-5.596","0.74","0.57","146.07","0.82","0.1"
"0","Sin documentos","-2.84","0.39","0.84","192.39","0.97","0.09"
"0","No Ordinary Love","-10.421","0.62","0.77","166.15","0.49","0.09"
"0","Otra como tú","-9.363","0.53","0.5","177.67","0.58","0.09"
"1","I Will Always Love You","-12.518","0.31","0.11","66.98","0.21","0.08"
"0","I Will Always Love You","-12.518","0.31","0.11","66.98","0.21","0.08"
"0","I Will Always Love You","-12.518","0.31","0.11","66.98","0.21","0.08"
"0","Cosas de la vida","-4.773","0.77","0.96","102.01","0.94","0.08"
"0","El que canta su mal espanta","-9.579","0.58","0.95","155","0.7","0.08"
"0","Fields of Gold","-11.917","0.65","0.32","104","0.34","0.07"
"0","Both Sides of the Story","-6.91","0.52","0.43","127.65","0.71","0.07"
"0","Salomé","-5.699","0.77","0.75","128.01","0.83","0.07"
"0","Rastros de ti","-10.751","0.74","0.59","96.12","0.59","0.07"
"0","Baby Don't Cry","-20.519","0.56","0.17","188.04","0.06","0.07"
"0","Your Latest Trick","-13.491","0.7","0.25","122.56","0.41","0.07"
"0","The River of Dreams","-8.15","0.63","0.44","89.65","0.75","0.07"
"0","If I Ever Lose My Faith in You","-9.539","0.58","0.5","98","0.73","0.06"
"0","What's Up?","-2.494","0.73","0.89","124.99","0.79","0.06"
"0","Esta luz nunca se apagará","-4.755","0.52","0.81","147.91","0.89","0.05"
"0","El orden del mundo","-12.438","0.74","0.93","95.1","0.67","0.05"
"0","De ley","-10.086","0.7","0.96","122","0.8","0.03"
"0","Let's Get Rocked","-6.444","0.37","0.37","101.29","0.93","0.98"
"0","20 de April","-12.057","0.53","0.47","112.96","0.72","0.82"
"0","Amor fugaz","-6.024","0.3","0.38","73.81","0.83","0.78"
"0","Llovió","-7.602","0.67","0.53","89.04","0.69","0.74"
"0","Al lado de ti","-8.862","0.56","0.43","120.87","0.46","0.7"
"0","Verdad que sería estupendo","-6.352","0.41","0.36","75.08","0.77","0.42"
"0","Can't Stop This Thing We Started","-3.831","0.5","0.43","113.07","0.94","0.39"
"0","Goodnight Girl","-15.849","0.25","0.42","179.5","0.19","0.37"
"0","Piensa en mí","-5.789","0.4","0.6","85.81","0.86","0.36"
"0","Un tractor amarillo","-6.231","0.69","0.97","139.86","0.57","0.36"
"0","Jam","-4.736","0.6","0.71","180.07","0.77","0.33"
"0","María","-4.768","0.79","0.88","127.98","0.65","0.31"
"0","Remember the Time","-2.383","0.83","0.79","108","0.92","0.31"
"0","Mía","-4.486","0.76","0.86","174.05","0.73","0.29"
"0","Erotica","-11.168","0.64","0.23","101.96","0.68","0.26"
"0","Por verte feliz","-7.118","0.58","0.8","97.01","0.94","0.25"
"0","A un minuto de ti","-9.01","0.63","0.65","150.38","0.82","0.23"
"0","El ritmo del mar","-3.921","0.55","0.64","123.97","0.93","0.23"
"0","Weather With You","-12.878","0.64","0.89","93.98","0.61","0.21"
"0","Es por ti","-6.061","0.72","0.87","129.96","0.75","0.19"
"0","Juegos de amor","-5.465","0.58","0.84","173.89","0.78","0.18"
"0","La vida todavía","-8.824","0.55","0.57","95.05","0.8","0.18"
"0","Ya está bien","-6.132","0.72","0.79","155.15","0.59","0.16"
"0","Martika's Kitchen","-13.692","0.67","0.29","91.36","0.26","0.16"
"0","Drive","-5.027","0.69","0.57","115.05","0.71","0.14"
"0","Achy Breaky Heart","-10.247","0.79","0.97","121.77","0.56","0.12"
"0","El canto de la sirena","-4.961","0.84","0.91","132","0.83","0.12"
"0","No Son of Mine","-8.567","0.66","0.23","103.99","0.59","0.11"
"0","Un pedazo de cielo","-5.479","0.7","0.66","107.52","0.78","0.11"
"0","Smells Like Teen Spirit","-4.509","0.51","0.69","116.75","0.91","0.1"
"0","Se le apagó la luz","-11.901","0.57","0.27","122.86","0.35","0.1"
"0","Stars","-4.891","0.53","0.54","193.02","0.64","0.1"
"0","How Do You Do?","-4.258","0.71","0.04","127.98","0.92","0.1"
"1","Human Touch","-4.081","0.72","0.66","102.98","0.72","0.09"
"0","Lo que fui es lo que soy","-3.797","0.65","0.34","139.08","0.8","0.09"
"0","El fallo positivo","-9.365","0.76","0.46","112.57","0.34","0.09"
"0","Better Days","-8.375","0.6","0.35","114.84","0.23","0.08"
"0","Cuéntame un cuento","-3.756","0.44","0.75","119.65","0.91","0.08"
"0","Black or White","-3.748","0.52","0.87","115.03","0.9","0.07"
"0","Licencia para bailar","-9.881","0.76","0.9","117.01","0.64","0.07"
"0","Historias de amor","-4.658","0.74","0.67","120.8","0.79","0.07"
"0","Ave Lucía","-10.823","0.5","0.25","132.2","0.41","0.06"
"0","Una rosa es una rosa","-8.818","0.77","0.85","116.01","0.82","0.06"
"0","The One","-3.771","0.66","0.37","87.46","0.65","0.06"
"0","One","-3.112","0.79","0.79","94.97","0.9","0.05"
"1","Otro día más sin verte","-10.379","0.75","0.69","105.91","0.67","0.05"
"0","Otro día más sin verte","-10.379","0.75","0.69","105.91","0.67","0.05"
"0","Otro día más sin verte","-10.379","0.75","0.69","105.91","0.67","0.05"
"0","La vida empieza hoy","-5.051","0.59","0.45","125.08","0.91","0.05"
"0","Humpin' Around","-7.152","0.71","0.61","110.21","0.8","0.04"
"0","Dalai Lama","-7.792","0.87","0.89","119.96","0.72","0.04"
"0","Dame tu amistad","-10.893","0.66","0.73","90.03","0.73","0.03"
"0","Bonito es","-3.551","0.65","0.9","122.12","0.98","0.03"
"0","Joyride","-4.967","0.42","0.23","146.89","0.88","0.48"
"1","El 7 de septiembre","-8.299","0.61","0.34","90.99","0.59","0.42"
"0","Llueve en mi corazón","-6.353","0.79","0.71","121.07","0.66","0.39"
"0","Are You Dreaming?","-7.789","0.44","0.28","77.79","0.54","0.38"
"0","Chiquilla","-3.559","0.54","0.77","166.84","0.88","0.36"
