label,song,loud,dance,energy,tempo,variance,live
"0","Nobody Told Me","-4","0.47","0.25","145.1","0.8","0.1"
"0","Adrenalina","-3","0.69","0.76","124.99","0.94","0.09"
"1","I Just Called to Say I Love You","-9.064","0.75","0.63","113.55","0.55","0.09"
"1","I Just Called to Say I Love You","-9","0.75","0.63","113.55","0.55","0.09"
"0","Only When You Leave","-7","0.67","0.84","136.91","0.78","0.09"
"0","París latino","-7","0.77","0.68","114.98","0.68","0.09"
"0","Joanna","-11","0.67","0.61","139.95","0.31","0.08"
"0","Cerca de ti","-5","0.7","0.93","105.15","0.66","0.08"
"0","Fotonovela","-12","0.68","0.96","119.8","0.52","0.07"
"0","Amor de mujer","-6","0.73","0.55","88.51","0.72","0.07"
"0","Desidia","-8","0.84","0.88","131.65","0.71","0.07"
"0","Pánico en el Edén","-4","0.55","0.75","167.18","0.96","0.06"
"0","Obsesión","-7","0.8","0.77","133.68","0.56","0.06"
"0","Conspiración","-4","0.83","0.78","95.03","0.94","0.06"
"0","Lobo hombre en París","-8","0.64","0.62","146.29","0.95","0.05"
"0","State of Shock","-8","0.98","0.89","121.56","0.85","0.05"
"2","Thriller","-3","0.92","0.85","117.05","0.65","0.04"
"0","Escuela de Calor","-10","0.7","0.96","122","0.8","0.03"
"0","No estás sola","-9","0.37","0.31","126.93","0.62","0.95"
"1","El rock de una noche de verano","-7.395","0.31","0.51","146.17","0.88","0.7"
"1","El rock de una noche de verano","-7","0.31","0.51","146.17","0.88","0.7"
"0","The Night","-10","0.45","0.1","174.03","0.37","0.64"
"0","La noche no es para mí","-4.46","0.58","0.93","166.93","0.91","0.37"
"0","Baby Jane","-8.56","0.64","0.73","123.23","0.8","0.36"
"0","Moonlight Shadow","-8","0.61","0.8","128.59","0.72","0.36"
"0","La fiesta nacional","-8","0.61","0.8","150.74","0.88","0.34"
"0","Un paso adelante","-5.84","0.44","0.82","153.76","0.9","0.32"
"0","Pass the Dutchie","-14.37","0.8","0.97","149.75","0.41","0.29"
"0","Genetic engineering","-8","0.63","0.88","128.57","0.95","0.28"
"0","Scotland the Brave","-11","0.17","0.37","179.99","0.74","0.23"
"1","All Right","-5.225","0.71","0.5","132.75","0.65","0.23"
"1","All Right","-5","0.71","0.5","132.75","0.65","0.23"
"0","Por volverte a ver","-3","0.24","0.33","123.57","0.93","0.2"
"1","Karma Chameleon","-7.182","0.67","0.89","92.05","0.73","0.19"
"1","Karma Chameleon","-7","0.67","0.89","92.05","0.73","0.19"
"0","The Girl is Mine","-7","0.67","0.65","81.48","0.64","0.18"
"0","Volveré","-7","0.63","0.82","134.96","0.74","0.17"
"1","Let's Dance","-9.414","0.62","0.71","115.04","0.7","0.16"
"2","Let's Dance","-9","0.62","0.71","115.04","0.7","0.16"
"1","TRUE","-5.697","0.53","0.64","124.08","0.78","0.16"
"1","TRUE","-6","0.53","0.64","124.08","0.78","0.16"
"0","Cada loco con su tema","-4","0.51","0.41","147.74","0.63","0.15"
"0","Devuélveme mi libertad","-5","0.78","0.72","139.97","0.73","0.15"
"1","Dolce Vita","-6","0.69","0.51","96.02","0.47","0.14"
"1","Eres tú","-4.783","0.77","0.53","130.1","0.67","0.14"
"1","Eres tú","-5","0.77","0.53","130.1","0.67","0.14"
"0","Lies","-6","0.71","0.34","143.96","0.65","0.13"
"0","Mirror Man","-5","0.81","0.27","100.33","0.81","0.13"
"0","Mi mundo tú","-6","0.82","0.96","82.9","0.82","0.13"
"1","Quién piensa en ti","-4.721","0.61","0.67","155.33","0.83","0.13"
"1","Quién piensa en ti","-5","0.61","0.67","155.33","0.83","0.13"
"0","Y ¿cómo es él?","-6","0.48","0.2","77.47","0.42","0.13"
"0","Fame","-4","0.42","0.63","84.8","0.87","0.12"
"0","Desire","-8","0.51","0.74","135.6","0.83","0.12"
"0","Embrujada","-3.94","0.73","0.76","120.8","0.94","0.12"
"0","Tiempo de amor","-5","0.67","0.72","106.99","0.73","0.12"
"0","Tu cadena","-7","0.61","0.48","97.99","0.6","0.12"
"0","Last Night a DJ Saved my Life","-8","0.85","0.86","112.68","0.66","0.12"
"0","She Works Hard for the Money","-13","0.76","0.99","136.5","0.63","0.12"
"0","Mamma Maria","-6","0.74","0.79","134.6","0.84","0.11"
"0","The Woman in you","-13","0.72","0.56","113.65","0.45","0.1"
"0","You Are a Danger","-8","0.89","0.84","123.23","0.5","0.09"
"0","Víctimas del desamor","-7","0.72","0.93","90.33","0.8","0.08"
"0","Se puede decir","-8.35","0.69","0.77","95.05","0.77","0.08"
"0","No tengo tiempo","-8","0.76","0.84","136.24","0.79","0.08"
"0","Every breath you take","-10","0.82","0.74","117.4","0.45","0.07"
"0","Caballo de batalla","-5","0.58","0.94","93.99","0.89","0.07"
"0","Wrapped Around your Finger","-12","0.75","0.61","127.69","0.45","0.06"
"0","Baila conmigo","-7","0.88","0.79","99.95","0.71","0.06"
"0","Maniac","-12","0.62","0.84","158.86","0.53","0.04"
"0","El blues del autobús","-6","0.57","0.5","134.43","0.85","0.9"
"0","Va a estallar el obús","-4","0.35","0.32","73.23","0.93","0.89"
"0","Bienvenidos","-5","0.39","0.42","94.19","0.95","0.86"
"0","Souvenir","-4","0.6","0.71","127.9","0.9","0.75"
"0","Music and Lights","-4.25","0.6","0.57","125.97","0.95","0.71"
"1","Amor de hombre","-12.03","0.46","0.31","168.43","0.42","0.43"
"1","Amor de hombre","-12.03","0.46","0.31","168.43","0.42","0.43"
"0","No sucederá más","-5","0.72","0.64","147.77","0.68","0.33"
"0","Physical","-11","0.83","0.9","123.82","0.63","0.31"
"0","Bésame tonta","-8","0.36","0.41","153.41","0.68","0.27"
"0","Qué dolor","-7","0.72","0.97","157.47","0.95","0.26"
"0","It's Raining Again","-7","0.6","0.56","121.26","0.67","0.26"
"0","Si la vieras con mis ojos","-5","0.2","0.58","178.65","0.67","0.26"
"1","Los rockeros van al infierno","-2","0.42","0.42","129.31","0.97","0.2"
"0","No me vuelvo a enamorar","-5","0.81","0.38","130.05","0.52","0.2"
"0","Tú y yo","-6","0.51","0.45","115.06","0.66","0.19"
"0","Que no lastimen tu corazón","-8","0.26","0.28","173.32","0.49","0.16"
"0","We Kill the World (Don't Kill the World)","-8","0.41","0.47","154.67","0.68","0.15"
"0","Las Leandras","-9","0.41","0.63","133.64","0.43","0.15"
"0","One of Us","-8","0.48","0.38","87.54","0.5","0.14"
"0","Felicidad","-5","0.56","0.77","91.69","0.84","0.14"
"1","Los roqueros van al infierno","-4.681","0.42","0.51","157.84","0.96","0.14"
"0","Un toque de locura","-5","0.59","0.16","92.94","0.52","0.14"
"0","(Out Here) On my Own","-6","0.39","0.18","142.66","0.3","0.13"
"0","Abrázame","-7","0.52","0.31","135.74","0.39","0.13"
"0","La ladrona","-14","0.45","0.91","188.32","0.56","0.13"
"0","Frente al amor","-5","0.46","0.6","101.69","0.61","0.12"
"0","Hay que ver","-8","0.56","0.33","157.95","0.57","0.12"
"0","Love is in Control (Finger on the Trigger)","-7","0.83","0.85","132.26","0.71","0.11"
"0","Maquillaje","-5","0.71","0.94","118.44","0.92","0.11"
"0","Él","-4","0.72","0.53","90.02","0.84","0.11"
"0","Ebony and Ivory","-13","0.63","0.82","80.7","0.52","0.11"
"0","Bravo muchachos","-9","0.55","0.88","163.24","0.92","0.1"
"0","Can't Take My Eyes Off You","-7","0.65","0.47","120.05","0.54","0.1"
"0","No puedo enamorarme de ti","-9","0.75","0.36","120.02","0.51","0.1"
"1","Bailando","-7.11","0.86","0.63","98.02","0.66","0.09"
"0","Just an Illusion","-12","0.66","0.74","89.93","0.46","0.09"
"0","Eye of the Tiger","-9","0.82","0.55","108.87","0.6","0.09"
"0","Tonight I'm Yours (Don't Hurt Me)","-5","0.68","0.96","158.31","0.83","0.09"
"0","Por amor","-7","0.8","0.75","147.02","0.76","0.08"
"0","Me estoy volviendo loco","-7","0.64","0.89","163.19","0.89","0.08"
"0","¡Que tire la toalla!","-7","0.71","0.8","126.26","0.74","0.07"
"1","Me colé en una fiesta","-4","0.73","0.88","144.8","0.98","0.06"
"1","Como una ola","-7.539","0.6","0.4","104.27","0.47","0.06"
"1","Como una ola","-8","0.6","0.4","104.27","0.47","0.06"
"0","Será porque te amo","-7","0.87","0.98","118.89","0.67","0.05"
"1","Dos enamorados","-7.68","0.57","0.39","78.04","0.57","0.05"
"1","Dos enamorados","-7.68","0.57","0.39","78.04","0.57","0.05"
"0","More than this","-4","0.74","0.75","180.04","0.52","0.04"
"0","Te quiero tanto","-14","0.37","0.46","74.81","0.29","0.95"
"1","No hago otra cosa que pensar en ti","-4","0.35","0.32","73.23","0.93","0.89"
"0","Hold On Tight","-4","0.6","0.71","127.9","0.9","0.75"
"1","Johnny and Mary","-5.84","0.73","0.96","123.09","0.78","0.62"
"0","Something 'Bout you Baby I Like","-12","0.44","0.75","145.06","0.79","0.43"
"0","Another one Bites the Dust","-6","0.65","0.97","124.1","0.93","0.34"
"0","Pavo real","-11","0.83","0.9","123.82","0.63","0.31"
"0","No me hables","-5","0.66","0.63","126.89","0.67","0.27"
"0","(Just Like) Starting Over","-6","0.69","0.6","107.94","0.74","0.26"
"1","Tú sólo tú","-5","0.2","0.58","178.65","0.67","0.26"
"1","Señor","-5","0.49","0.8","132.67","0.86","0.22"
"0","Querer y perder","-4","0.74","0.76","94","0.83","0.17"
"1","El baile de los pajaritos","-8","0.26","0.28","173.32","0.49","0.16"
"0","Lady","-7","0.64","0.83","101.72","0.62","0.15"
"0","Bette Davis Eyes","-8","0.41","0.47","154.67","0.68","0.15"
"0","Rapture","-5.04","0.52","0.32","158.03","0.72","0.15"
"0","Start me Up","-6","0.39","0.18","142.66","0.3","0.13"
"0","Jugando a vivir","-8","0.49","0.31","135.57","0.5","0.13"
"0","Amor no me ignores","-8","0.49","0.31","135.57","0.5","0.13"
"0","Everybody's got to Learn Sometime","-4.89","0.63","0.68","87.08","0.83","0.13"
"1","Márchate ya","-5","0.46","0.6","101.69","0.61","0.12"
"0","Las chicas son guerreras","-7.6","0.73","0.7","105.53","0.61","0.11"
"2","Stars on 45","-19","0.74","0.68","173.5","0.56","0.11"
"1","Te quiero","-4","0.8","0.84","117.97","0.93","0.1"
"0","Hands Up (Give Me Your Heart)","-9","0.75","0.36","120.02","0.51","0.1"
"0","The Best of Times","-10","0.68","0.6","116.62","0.65","0.1"
"0","Caperucita feroz","-4","0.63","0.97","122.43","0.93","0.09"
"0","Qué será","-7","0.45","0.59","86.99","0.72","0.09"
"0","I Surrender","-12","0.58","0.98","183.57","0.59","0.09"
"2","Ma quale idea","-5","0.68","0.96","158.31","0.83","0.09"
"0","Todo se derrumbó dentro de mí","-11.01","0.82","0.99","129.97","0.83","0.09"
"0","Amar es algo más","-4","0.87","0.96","114.67","0.79","0.08"
"0","Una noche de amor desesperada","-6","0.7","0.51","184.03","0.81","0.08"
"0","Juntos","-6","0.7","0.51","184.03","0.81","0.08"
"0","No llores por mí Argentina","-12","0.85","0.94","143.52","0.59","0.07"
"1","Salta!!","-8","0.6","0.4","104.27","0.47","0.06"
"0","Que nadie sepa mi sufrir","-6","0.63","0.8","136.72","0.87","0.06"
"0","Champú de huevo","-6","0.63","0.8","136.72","0.87","0.06"
"0","Looking For Clues","-2","0.46","0.87","151.71","0.97","0.05"
"1","Johnny and Mary","-12.841","0.67","0.97","152.88","0.55","0.03"
"1","Dime que me quieres","-3.525","0.36","0.94","181.96","0.98","0.8"
"1","La culpa ha sido mía","-4","0.36","0.94","181.96","0.98","0.8"
"1","Háblame de ti","-10.33","0.78","0.62","133.4","0.63","0.74"
"1","Xanadu","-5","0.43","0.53","149.67","0.93","0.39"
"1","Te amaré","-7","0.79","0.86","94.98","0.48","0.35"
"0","Man Gave Name to all the Animals","-6","0.55","0.69","102.51","0.68","0.3"
"1","Aire","-9","0.64","0.71","127.63","0.58","0.29"
"0","Memorize Your Number","-9","0.41","0.71","145.7","0.4","0.21"
"0","Santa Lucía","-6.16","0.7","0.42","99.1","0.79","0.18"
"0","Shandi","-6","0.93","0.75","109.97","0.53","0.16"
"0","Don't Stand So Close to Me","-11","0.67","0.35","107.01","0.48","0.16"
"2","Dime que me quieres","-8","0.79","0.55","128.95","0.67","0.15"
"0","Can't Stop the Music","-7","0.64","0.73","112.24","0.63","0.15"
"0","Como yo te amo","-9","0.77","0.79","129.97","0.66","0.14"
"0","Woman In Love","-9","0.34","0.1","150.15","0.49","0.13"
"1","Emotional Rescue","-9","0.68","0.27","96.35","0.45","0.13"
"0","Perdóname","-11","0.51","0.42","177.67","0.41","0.12"
"1","Morir de amor","-9","0.67","0.34","115.41","0.46","0.11"
"0","Ven","-8","0.91","0.34","122.46","0.63","0.1"
"2","Hey!","-9","0.62","0.69","107.41","0.45","0.1"
"1","Lloras","-3","0.72","0.93","171.99","0.78","0.09"
"0","Desde mi libertad","-4.31","0.72","0.76","115.98","0.9","0.06"
"1","Funky Town","-8.005","0.65","0.58","134.31","0.94","0.04"
"1","Desire","-8","0.46","0.37","80","0.63","0.04"
"0","¿Quién puso más?","-5","0.68","0.78","113.39","0.62","0.04"
"1","Tu frialdad","-9","0.8","0.52","140.31","0.51","0.04"
"1","Bailad","-13","0.78","0.77","124.65","0.58","0.04"
"0","My Turn to Love You","-13","0.67","0.97","152.88","0.55","0.03"
"1","El amor","-14","0.46","0.29","83.83","0.27","0.98"
"1","Too Much Heaven","-13.166","0.57","0.33","82.98","0.42","0.72"
"0","Da Ya Think I'm Sexy?","-1","0.34","0.77","179.44","0.98","0.4"
"0","Sin amor","-5","0.79","0.43","89.98","0.82","0.39"
"0","Lady Writer","-6","0.53","0.69","102.24","0.69","0.38"
"0","Chiquitita","-11","0.74","0.85","124.66","0.6","0.32"
"0","Sgt. Pepper's Lonely Hearts Club Band","-10","0.29","0.67","205.17","0.35","0.25"
"0","Soy un corazón tendido al sol","-5","0.56","0.59","178.1","0.89","0.13"
"0","No lastimes más","-8","0.51","0.74","135.6","0.83","0.12"
"0","Born to be Alive","-4","0.64","0.62","111.95","0.8","0.11"
"0","Quién será","-7","0.77","0.84","139.21","0.81","0.11"
"0","Agapimú","-6","0.42","0.24","103.35","0.68","0.1"
"1","Too Much Heaven","-8","0.73","0.72","90.02","0.64","0.1"
"0","It's Downtown","-10","0.55","0.52","163.74","0.49","0.1"
"1","Gloria","-14","0.78","0.89","140.94","0.42","0.09"
"0","Tragedy","-8","0.52","0.59","150.01","0.5","0.08"
"0","El amor de mi vida","-5","0.54","0.89","172.06","0.92","0.08"
"0","Una historia","-9","0.43","0.47","110.03","0.53","0.08"
"0","Y.M.C.A.","-9","0.63","0.96","147.92","0.81","0.07"
"1","Me vuelvo loco","-7","0.57","0.23","111.06","0.37","0.07"
"0","One Chain (Don't make no prison)","-13","0.67","0.75","86.91","0.38","0.07"
"0","Acordes","-4","0.66","0.7","102.97","0.88","0.05"
"0","Super Superman","-14","0.5","0.62","133.94","0.31","0.04"
"1","Night Fever","-9","0.45","0.58","95.51","0.67","0.8"
"0","Espinita","-13","0.57","0.33","82.98","0.42","0.72"
"1","Rivers of Babylon","-7.033","0.73","0.74","115.12","0.85","0.44"
"0","Llamarada","-7","0.73","0.74","115.12","0.85","0.44"
"0","Tú","-6","0.7","0.81","131.47","0.87","0.21"
"0","Fue tan poco tu cariño","-3","0.26","0.53","161.93","0.93","0.2"
"1","Esperanzas","-2.989","0.73","0.83","115.05","0.96","0.19"
"0","Abrázame y quiéreme","-3","0.73","0.83","115.05","0.96","0.19"
"0","Gorrión","-7","0.57","0.18","118.91","0.41","0.19"
"1","Terciopelo y fuego","-2","0.8","0.61","115.01","0.93","0.18"
"1","Esperanzas","-6","0.7","0.34","105.04","0.45","0.18"
"0","Anna","-8","0.42","0.22","114.1","0.54","0.16"
"0","¿Quién te cantará?","-6","0.66","0.95","168.51","0.9","0.15"
"0","Rasputin","-7","0.65","0.29","110.05","0.52","0.14"
"0","Stayin' Alive","-11","0.19","0.12","109.37","0.45","0.14"
"0","Amor mío ¿Cómo estás?","-16","0.48","0.21","135.14","0.19","0.13"
"1","Rivers Of Babylon","-5","0.72","0.73","126.65","0.97","0.12"
"0","FM (No Static at All)","-13","0.68","0.39","125.93","0.23","0.11"
"0","Cara de gitana","-13.76","0.6","0.31","80.07","0.07","0.11"
"0","Necesito un trago","-8.13","0.49","0.22","119.69","0.31","0.1"
"1","You're the One that I Want","-7","0.59","0.35","84.09","0.64","0.1"
"0","Got A Feeling","-6","0.69","0.76","139.93","0.77","0.09"
"1","Y no","-7","0.63","0.42","126.22","0.71","0.09"
"0","Terminado","-7","0.73","0.89","109.12","0.8","0.08"
"1","Y... no","-5.144","0.71","0.44","172.07","0.74","0.06"
"0","Niña","-12","0.81","0.97","125.57","0.46","0.06"
"0","Sólo tú","-16","0.8","0.86","120.08","0.73","0.05"
"0","El boxeador","-7","0.78","0.97","97.54","0.81","0.04"
"0","Credo","-11","0.66","0.95","95.01","0.56","0.72"
"1","Otro ocupa mi lugar","-9","0.52","0.58","76.95","0.45","0.46"
"1","Cisne cuello negro","-9","0.49","0.79","132.49","0.6","0.34"
"0","Bellísimo","-3","0.58","0.51","125.09","0.97","0.33"
"0","Morir al lado de mi amor","-5","0.45","0.21","135.87","0.6","0.28"
"0","Desnúdate","-6","0.8","0.68","130.04","0.73","0.24"
"0","Rockollection","-10","0.52","0.36","86.94","0.51","0.18"
"0","Si...","-9","0.73","0.34","131.96","0.6","0.17"
"1","Memorias","-3","0.63","0.68","174.99","0.83","0.16"
"0","Give a Little Bit","-4","0.64","0.73","174","0.85","0.16"
"0","Y te amaré","-9","0.77","0.79","129.97","0.66","0.14"
"1","Mi buen amor","-4.563","0.39","0.32","98.87","0.55","0.14"
"1","Mi buen amor","-5","0.39","0.32","98.87","0.55","0.14"
"0","Terciopelo","-6","0.37","0.29","52.98","0.75","0.13"
"0","Ella","-5","0.73","0.58","181.76","0.8","0.13"
"0","If You Leave Me Now","-7","0.43","0.28","104.21","0.56","0.13"
"0","Eres toda una mujer","-7","0.36","0.71","173.06","0.63","0.12"
"0","Linda","-8","0.5","0.78","106.17","0.66","0.11"
"0","Te quiero con locura","-8","0.67","0.75","147.26","0.68","0.09"
"0","Sólo era un niño","-15","0.37","0.34","152.82","0.33","0.08"
"1","Gavilán o paloma","-6","0.47","0.4","126.31","0.57","0.08"
"0","Quisiera decir tu nombre","-8","0.55","0.44","106.45","0.67","0.33"
"1","Esa eres tú","-3.019","0.76","0.77","107.42","0.94","0.31"
"1","Esa eres tú","-3","0.76","0.77","107.42","0.94","0.31"
"0","Natacha y yo","-9","0.24","0.51","72.77","0.51","0.3"
"0","El sur","-5","0.6","0.64","165.06","0.9","0.3"
"0","Si tú fueras mi mujer","-9","0.56","0.79","117.65","0.65","0.27"
"0","Échame a mí la culpa","-6.23","0.56","0.57","126.08","0.72","0.2"
"0","Tú y yo","-6","0.51","0.45","115.06","0.66","0.19"
"0","Getsemaní","-10","0.27","0.28","82.98","0.54","0.17"
"0","Nada va a cambiar el mundo","-12","0.5","0.58","94.97","0.44","0.17"
"0","Sólo tú","-4","0.64","0.73","174","0.85","0.16"
"0","Júrame","-7","0.55","0.18","106.8","0.52","0.15"
"0","Europa (Earth's cry Heaven's smile)","-5","0.3","0.68","74.69","0.67","0.15"
"0","De amor ya no se muere","-5.73","0.43","0.53","147.94","0.6","0.15"
"0","Adiós","-3","0.7","0.45","106.08","0.88","0.15"
"0","Jamás","-13.76","0.7","0.47","64.07","0.27","0.13"
"0","Quién compra una canción","-5.84","0.62","0.7","91.37","0.68","0.13"
"0","Sabato pomeriggio","-13","0.2","0.13","76.41","0.4","0.13"
"0","Libertad sin ira","-16","0.69","0.74","121.35","0.41","0.13"
"0","Dónde están tus ojos negros","-9","0.69","0.66","92.86","0.5","0.12"
"2","Fantasía","-3.537","0.83","0.32","126.02","0.61","0.12"
"1","Fantasía","-4","0.83","0.32","126.02","0.61","0.12"
"0","Si no te amase","-11","0.51","0.46","92.11","0.38","0.11"
"0","O tú o nada","-9","0.3","0.12","144.08","0.43","0.11"
"0","Háblame del mar marinero","-5","0.44","0.6","119.81","0.56","0.11"
"0","No no hay nadie más","-9.14","0.68","0.77","105.02","0.38","0.1"
"0","Propuesta","-6.83","0.76","0.74","122.94","0.63","0.07"
"0","Hoy tengo ganas de ti","-6","0.4","0.26","123.85","0.46","0.07"
"0","Don't Go Breaking My Heart","-9","0.73","0.78","131.46","0.84","0.06"
"0","Disco Stomp","-9","0.72","0.75","120.17","0.72","0.05"
"0","El solitario","-8","0.32","0.09","116.21","0.79","0.97"
"0","Neniña","-8","0.54","0.68","107","0.79","0.56"
"1","You're The First The Last My Everything","-7","0.63","0.9","130.96","0.72","0.42"
"0","Ven otra vez","-4","0.71","0.96","84.36","0.79","0.31"
"0","Amor amor","-4","0.74","0.49","112.94","0.92","0.27"
"0","I Can Help","-9.07","0.47","0.53","125.31","0.68","0.23"
"1","Quédate","-4","0.73","0.77","98","0.9","0.2"
"0","Quédate","-4","0.73","0.77","98","0.9","0.2"
"0","Paloma blanca","-9","0.56","0.81","184.84","0.79","0.16"
"0","Vete vete","-3","0.62","0.25","139.65","0.56","0.13"
"2","Melina","-2.517","0.54","0.95","133.49","0.84","0.13"
"2","Melina","-3","0.54","0.95","133.49","0.84","0.13"
"0","Hi-Jack","-11","0.67","0.36","172.97","0.45","0.11"
"0","Que no soy yo","-7","0.59","0.67","138.37","0.6","0.1"
"0","Secretaria","-9","0.4","0.18","88.98","0.44","0.1"
"0","Feelings","-4","0.71","0.6","110.96","0.92","0.09"
"0","The Hustle","-7","0.78","0.32","152.93","0.66","0.09"
"1","El Bimbó","-18","0.61","0.58","148.15","0.21","0.09"
"2","Saca el güisky Cheli","-8","0.79","0.97","132.66","0.81","0.09"
"0","One Of These Nights","-10","0.66","0.77","110.06","0.61","0.08"
"0","Caballo negro","-14","0.63","0.96","106.43","0.69","0.04"
"1","Y te vas","-5","0.7","0.52","100","0.74","0.04"
"2","Tómame o déjame","-6","0.41","0.42","78.76","0.59","0.22"
"1","Conversaciones conmigo mismo","-9","0.7","0.87","117.25","0.73","0.2"
"0","Devil Gate Drive","-6","0.57","0.35","135.54","0.94","0.18"
"0","48 Crash","-9","0.64","0.87","137.98","0.77","0.17"
"0","Una dos y tres","-6","0.61","0.67","161.94","0.74","0.12"
"0","Todo el tiempo del mundo","-11","0.45","0.28","128.01","0.44","0.12"
"0","Photograph","-10.48","0.61","0.2","107.99","0.38","0.1"
"0","Ayudadme","-10","0.29","0.4","170.41","0.49","0.1"
"1","La distancia","-7","0.62","0.18","102.95","0.62","0.09"
"1","Someday Somewhere","-9","0.75","0.49","109.91","0.45","0.05"
"0","Actitudes","-7","0.37","0.71","71.93","0.62","0.05"
"0","Ballroom Blitz","-6","0.56","0.8","108.52","0.92","0.04"
"0","Charly","-4","0.72","0.7","101.03","0.89","0.36"
"0","Charly","-4","0.72","0.7","101.03","0.89","0.36"
"0","Todo por nada","-2.97","0.29","0.44","153.02","0.7","0.33"
"1","Amor amar","-5.96","0.48","0.2","82.01","0.63","0.32"
"1","Eva María","-5","0.65","0.97","121.83","0.75","0.29"
"1","Forever and Ever","-14","0.39","0.72","117.44","0.44","0.17"
"2","América América","-17.18","0.65","0.83","123.18","0.51","0.16"
"0","Pardon me sir","-7.74","0.65","0.77","108.28","0.68","0.14"
"0","Pardon me Sir","-7.74","0.65","0.77","108.28","0.68","0.14"
"1","La estrella de David","-6","0.73","0.63","120","0.67","0.09"
"0","Por si tú quieres saber","-8","0.58","0.52","135.69","0.6","0.07"
"1","Get Down","-6","0.88","0.97","110.86","0.63","0.06"
"0","Cantares","-6","0.55","0.5","121.86","0.68","0.99"
"2","Oh Oh July","-5","0.59","0.66","136.28","0.79","0.54"
"1","Yo no soy esa","-5","0.58","0.73","120.91","0.63","0.37"
"0","Woman To Woman","-6","0.65","0.6","159.15","0.74","0.29"
"0","Por el amor de una mujer","-12.96","0.39","0.27","98.14","0.34","0.27"
"1","Amor háblame dulcemente","-14","0.39","0.52","79.54","0.23","0.26"
"0","Hello Buddy","-5","0.57","0.83","120.97","0.82","0.25"
"0","Tiempo feliz","-9","0.39","0.54","93.54","0.39","0.25"
"1","Adiós tristezas","-13","0.46","0.33","91.32","0.33","0.23"
"0","The Mouth Organ Boy","-5","0.6","0.67","135.04","0.8","0.14"
"0","Soley soley","-13","0.67","0.11","120.05","0.37","0.13"
"0","Take Me Back 'Ome","-7.15","0.66","0.96","127.99","0.87","0.11"
"0","El refugio","-6","0.62","0.58","137.99","0.5","0.11"
"0","The Witch Queen Of New Orleans","-9","0.82","0.74","120.46","0.57","0.09"
"0","Ve con él","-4","0.75","0.77","94.94","0.47","0.08"
"0","I love you baby","-6","0.74","0.93","107.78","0.65","0.08"
"0","Un beso y una flor","-10","0.27","0.42","168.08","0.53","0.06"
"0","Mátame","-4","0.23","0.87","159.88","0.87","0.05"
"0","Get It On","-7","0.73","0.91","126.59","0.88","0.61"
"0","En mis sueños","-2","0.56","0.43","122.07","0.94","0.37"
"0","Manda Christmas","-10","0.35","0.56","79.94","0.48","0.28"
"0","Baby Jump","-13","0.53","0.83","129.04","0.76","0.24"
"0","Sing Sing Barbara","-6","0.63","0.77","103.41","0.59","0.16"
"0","Qué será","-8","0.79","0.55","128.95","0.67","0.15"
"1","Mammy Blue","-5","0.79","0.69","120.01","0.59","0.12"
"0","Historia de amor (Love Story)","-15","0.39","0.35","148.99","0.33","0.11"
"0","Pandeirada","-14","0.65","0.39","134.99","0.7","0.11"
"0","Love Story","-7","0.61","0.27","119","0.61","0.11"
"0","Yo confieso","-5","0.3","0.34","131.35","0.65","0.09"
"1","My Sweet Lord","-8.935","0.54","0.54","120.97","0.69","0.08"
"1","My Sweet Lord","-9","0.54","0.54","120.97","0.69","0.08"
"2","Help ayúdame","-4","0.51","0.64","125.94","0.73","0.08"
"0","Maggie May","-11","0.61","0.54","129.45","0.57","0.07"
"0","Brown Sugar","-4","0.63","0.96","128.61","0.93","0.06"
"1","Borriquito","-6","0.46","0.87","95.52","0.97","0.06"
"0","Carmen","-6","0.72","0.84","159.95","0.86","0.05"
"0","Candida","-10","0.78","0.88","127.58","0.6","0.04"
"1","El abuelo Vítor","-12","0.41","0.39","119.37","0.59","0.99"
"0","Quiero abrazarte tanto","-9","0.46","0.72","153.36","0.77","0.94"
"1","Gwendolyne","-12","0.26","0.31","88.52","0.32","0.29"
"0","Corpiño xeitoso","-4","0.49","0.97","138.82","0.93","0.29"
"1","Venus","-5","0.72","0.91","126.11","0.96","0.28"
"2","Un rayo de sol","-9","0.63","0.85","126.54","0.48","0.21"
"1","El cóndor pasa","-18","0.33","0.28","147.8","0.21","0.18"
"1","Te quiero te quiero","-4","0.74","0.76","94","0.83","0.17"
"0","Yellow River","-11","0.63","0.88","129.85","0.54","0.15"
"0","N'a veiriña do mar","-7.7","0.55","0.86","129.9","0.66","0.1"
"0","Get Back","-10","0.76","0.33","123.1","0.59","0.61"
"1","Eloise","-4","0.55","0.54","134.89","0.9","0.56"
"0","Casatschock","-14","0.72","0.74","135.69","0.53","0.49"
"0","La charanga","-3","0.73","0.89","97.96","0.96","0.47"
"0","I'm Going Home","-20.85","0.13","0.03","68.95","0.18","0.33"
"1","Las flechas del amor","-7","0.56","0.96","107.51","0.66","0.17"
"1","Sugar Sugar","-5","0.64","0.64","123.06","0.82","0.16"
"0","The Ballad Of John & Yoko","-7","0.65","0.96","135.31","0.89","0.13"
"0","In The Ghetto","-17","0.4","0.49","88.92","0.27","0.11"
"0","Vivo cantando","-6","0.47","0.82","131.26","0.75","0.09"
"0","Those Were The Days","-7","0.59","0.3","100.04","0.68","0.09"
"2","María Isabel","-5.182","0.76","0.96","160.02","0.91","0.09"
